Datetime,open,high,low,close,volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2014-03-10,0.4334080022405551,0.43530268582701676,0.4265397777687477,0.42843446135520935,300888000
2014-03-11,0.43056600473118295,0.4364869021036019,0.42914501307746444,0.4326975345611572,297220000
2014-03-12,0.43056587814655173,0.4364867737782513,0.4289080409214788,0.43388158082962036,239428000
2014-03-13,0.43482889919350926,0.43648676461670755,0.4180136248407546,0.4201451539993286,385172000
2014-03-14,0.4158822099501792,0.42582926338254157,0.4158822099501792,0.4220398962497711,460048000
2014-03-17,0.4232240699496459,0.42630292721590585,0.42156623241640684,0.4220398962497711,299656000
2014-03-18,0.423697771506003,0.43482899888755955,0.4218030878971803,0.4319869875907898,293904000
2014-03-19,0.43530265608225377,0.4478549022228075,0.43411845421782097,0.43956565856933594,366168000
2014-03-20,0.4371972451325411,0.4435918043611423,0.43530259019524514,0.4398024380207062,191800000
2014-03-21,0.44359182694243543,0.4471443474800916,0.43672360362987944,0.4390919506549835,566116000
2014-03-24,0.4393288357939344,0.4428813566481126,0.43056592843395386,0.43696048855781555,306096000
2014-03-25,0.44169718303005323,0.4421708468306918,0.4336447854874936,0.43696048855781555,304424000
2014-03-26,0.44098672406564565,0.4492759403479444,0.4232240895135048,0.42701345682144165,557756000
2014-03-27,0.4260661940312088,0.4296187158363537,0.41659277431788877,0.4213294982910156,540728000
2014-03-28,0.4206188446978256,0.4265397123518757,0.4194346711670156,0.4239345192909241,398820000
2014-03-31,0.4246449922693228,0.42843435853281453,0.4218029816881647,0.4241713285446167,273404000
2014-04-01,0.4376709661108135,0.446907508357603,0.4324605799891128,0.4416971504688263,656272000
2014-04-02,0.4416972122305779,0.4426445398944827,0.4369605174451982,0.43885520100593567,239948000
2014-04-03,0.43980252562403666,0.4542494559125654,0.4395656795932368,0.4435918927192688,599548000
2014-04-04,0.4459602952922612,0.4485654890217952,0.4279608417114999,0.4298555254936218,368032000
2014-04-07,0.4300922967163511,0.4395656863675005,0.42772394930356367,0.43127647042274475,428576000
2014-04-08,0.43127645497806644,0.4478549145068058,0.43056594513308905,0.4466707408428192,470692000
2014-04-09,0.4488021362608087,0.45259150238472734,0.4426444233676711,0.44619694352149963,421968000
2014-04-10,0.4443023699842847,0.45046005577114334,0.4338816253533363,0.43530264496803284,372748000
2014-04-11,0.43198692983541087,0.4386183074632304,0.42346086885208223,0.4291449189186096,353112000
2014-04-14,0.43198689761542725,0.4355394180546933,0.42914488691059893,0.43388158082962036,290184000
2014-04-15,0.4343552953049144,0.4393288357939344,0.4300922646333153,0.43696048855781555,304636000
2014-04-16,0.43909198859442294,0.43956565239378564,0.43246061070456715,0.4379078149795532,235136000
2014-04-17,0.4362499836942884,0.443591871502799,0.43530265608225377,0.43956565856933594,153532000
2014-04-21,0.43980248186823456,0.4443023583752474,0.436960470946025,0.4431181848049164,117004000
2014-04-22,0.44382869298239097,0.44974958942211674,0.44146034569967135,0.44690755009651184,255120000
2014-04-23,0.44761801380628713,0.45330206363889763,0.44690750404809537,0.4521178901195526,261580000
2014-04-24,0.4551967371628327,0.4608807586407267,0.4551967371628327,0.4561440646648407,391492000
2014-04-25,0.4551968118028373,0.45945984272674145,0.4426445368289969,0.4435918927192688,313600000
2014-04-28,0.4471443543569254,0.4495127014184534,0.43624994658072713,0.4416971504688263,226788000
2014-04-29,0.4433549866538259,0.44430234241581645,0.43767096501357816,0.44264447689056396,171300000
2014-04-30,0.4419340133965497,0.4424076771804143,0.43648680929979394,0.4374341368675232,305740000
2014-05-01,0.4440654680954663,0.44501279556411427,0.4362499176638931,0.4398024380207062,198104000
