Datetime,open,high,low,close,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2014-03-10,16.542880111065987,16.698489931031887,16.54225306340384,16.62303352355957,178584000
2014-03-11,16.764865475053885,16.86787351328259,16.675318058998467,16.784902572631836,279224400
2014-03-12,16.735432097230834,16.824350781476856,16.656843812053435,16.80118179321289,199326400
2014-03-13,16.827164746607977,16.896671689752964,16.56791829584781,16.61457061767578,257742800
2014-03-14,16.556334298717374,16.622085648308346,16.37505072804688,16.42796516418457,237199200
2014-03-17,16.522209405175865,16.59328146717933,16.464285273332692,16.492151260375977,199544800
2014-03-18,16.46584995756608,16.65590049902445,16.443933396946544,16.63805389404297,209647200
2014-03-19,16.664981372738826,16.789593244522123,16.56290976411776,16.633670806884766,224756000
2014-03-20,16.590776616506275,16.677819158065063,16.511250283271508,16.553518295288086,208398400
2014-03-21,16.654645217630833,16.711629603161512,16.479311090643815,16.6840763092041,374046400
2014-03-24,16.857858813477332,16.922983154530723,16.752656925851223,16.881967544555664,355700800
2014-03-25,16.954290334483307,17.087356524340716,16.894486714429647,17.063560485839844,282293200
2014-03-26,17.111457788437935,17.1891063133468,16.871624725843922,16.900428771972656,299768000
2014-03-27,16.90794459004534,16.9542842272758,16.754526998449524,16.827791213989258,222031600
2014-03-28,16.854710679361386,16.874122386215483,16.72727965449758,16.808998107910156,200564000
2014-03-31,16.88321330659376,16.932683172562424,16.779889258666238,16.805252075195312,168669200
2014-04-01,16.837182649053698,16.965867813102783,16.80618644476339,16.9589786529541,200760000
2014-04-02,16.98183163014473,17.016272407783163,16.915454919500686,16.987154006958008,180420800
2014-04-03,16.950842074379334,16.985595553184126,16.833430362426096,16.869436264038086,162344000
2014-04-04,16.901368043900234,16.907315796673554,16.612377822841168,16.651201248168945,275251200
2014-04-07,16.532222998854873,16.62239573867906,16.340294702273205,16.38976287841797,289850400
2014-04-08,16.443620514550954,16.472738923195813,16.240418701426496,16.38882827758789,243888400
2014-04-09,16.363785917049906,16.609568519750578,16.344374194768143,16.604246139526367,206169600
2014-04-10,16.615506937166685,16.664351411357863,16.38037089919339,16.390077590942383,239652000
2014-04-11,16.24980875747388,16.369726955570677,16.191573620473527,16.268909454345703,271717600
2014-04-14,16.340618189255814,16.348758104095708,16.193775329475656,16.333730697631836,205674000
2014-04-15,16.289575067151713,16.332468450729788,16.00966447054314,16.217248916625977,266490000
2014-04-16,16.2200677404374,16.315250192790135,16.09764634866078,16.250125885009766,214765600
2014-04-17,16.281119114603747,16.524084055744872,16.256070665374935,16.435789108276367,284334400
2014-04-21,16.448315976086572,16.661222812366624,16.405108230286572,16.6308536529541,182548800
2014-04-22,16.541309811454276,16.651521357250722,16.484639763987428,16.647451400756836,202563200
2014-04-23,16.564789517506306,16.629601135838186,16.420449896607796,16.42984390258789,394940000
2014-04-24,17.790569174675333,17.84661383123991,17.556371167740505,17.776792526245117,759911600
2014-04-25,17.67535061333966,17.908921607862418,17.65750567899777,17.907358169555664,390275200
2014-04-28,17.934283609494937,18.652844839060418,17.926454713430616,18.60087013244629,669485600
2014-04-29,18.589910497192076,18.660044495156168,18.457469724983465,18.54576301574707,337377600
2014-04-30,18.555470501694145,18.76806466238412,18.46655015973118,18.475629806518555,456640800
2014-05-01,18.535429601808264,18.623097510934137,18.358843033093493,18.519149780273438,244048000
2014-05-02,18.54607791036475,18.604314730609765,18.463732370862456,18.553590774536133,191514400
2014-05-05,18.47720015634872,18.817225469613977,18.472815839871227,18.81597137451172,287067200
2014-05-06,18.842272122094847,18.92399063049968,18.61089324951172,18.61089324951172,374564400
2014-05-07,18.637188199274348,18.7010600838375,18.401737751778324,18.54576301574707,282864400
2014-05-08,18.520890224808408,18.714837217248284,18.46264424913462,18.512704849243164,230297200
2014-05-09,18.404080504015184,18.457919352961596,18.27152888462374,18.435565948486328,291597600
2014-05-12,18.496964370577274,18.691224130405693,18.49412941900564,18.66509246826172,213208800
2014-05-13,18.638957564423865,18.718928077745623,18.598029005450673,18.69437026977539,159737200
2014-05-14,18.65249855550302,18.808977459409217,18.630774015271687,18.69783592224121,166404000
2014-05-15,18.72396273009187,18.783782542280484,18.51427390901043,18.53883171081543,230846000
2014-05-16,18.532851367377322,18.813065925623846,18.431156328806736,18.812437057495117,276256400
2014-05-19,18.823139324103614,19.121614567786757,18.806766895394407,19.03534698486328,317755200
2014-05-20,19.03283407462541,19.092339472587764,18.91382159723476,19.03913116455078,234836000
2014-05-21,19.01142201635393,19.101782304937394,18.955694878070126,19.08950424194336,196859600
2014-05-22,19.098632195702763,19.200957781761403,19.019921111831415,19.119726181030273,200760000
2014-05-23,19.11910140172624,19.354607517055403,19.094543592113343,19.335716247558594,232209600
2014-05-27,19.39080958550836,19.705026721541003,19.382938645588474,19.697786331176758,348866000
2014-05-28,19.710067473498444,19.830024921182673,19.639541755773436,19.64678382873535,315481600
2014-05-29,19.767682727613714,20.051675539416948,19.7651638921642,20.004762649536133,376474000
2014-05-30,20.086627704699154,20.28151801805625,19.800746541792808,19.929834365844727,564020800
2014-06-02,19.96005816239645,19.98744923999431,19.59924250891221,19.79287338256836,369350800
2014-06-03,19.78688807251109,20.110551696103848,19.78027654994114,20.072769165039062,292709200
2014-06-04,20.069628030021256,20.398643866164026,20.02775279808567,20.301984786987305,335482000
2014-06-05,20.345432473390424,20.445239250262855,20.232402647958853,20.38163948059082,303805600
2014-06-06,20.46192575295492,20.504745965135356,20.290964382765893,20.32559585571289,349938400
2014-06-09,20.430432478363688,20.69049631172932,20.22105977993145,20.65082550048828,301660000
2014-06-10,20.87784220847401,20.94836794370625,20.62218536734081,20.772052764892578,251108000
2014-06-11,20.7455939363309,20.884442612184433,20.60013542051442,20.68608856201172,182724000
2014-06-12,20.725766259030664,20.74339810967498,20.254125183823078,20.340078353881836,218996000
2014-06-13,20.320244399984784,20.373139957900804,20.029325557310734,20.117483139038086,218100000
2014-06-16,20.168173734697007,20.44146071713994,20.1549490048524,20.32024383544922,142244000
2014-06-17,20.34448409729348,20.430437261528162,20.232084840350105,20.293794631958008,118904000
2014-06-18,20.335672433795168,20.340081237814264,20.13291116703436,20.315837860107422,134056000
2014-06-19,20.340084676597716,20.34228907897995,20.1307101684105,20.245315551757812,142112000
2014-06-20,20.243100859929786,20.39737700040795,20.033728139631805,20.035932540893555,403592000
2014-06-23,20.126291215509436,20.192409796383256,19.967607966584563,20.018299102783203,174776000
2014-06-24,20.000674031621255,20.218862732064846,19.877254432415334,19.8970890045166,156144000
2014-06-25,19.88165742581174,19.9896495526903,19.75823785223624,19.914716720581055,147476000
2014-06-26,19.91692339631794,20.066790759115726,19.791299407021693,20.03373146057129,130516000
2014-06-27,20.01609468487441,20.276158524512645,20.00507436091625,20.271751403808594,256116000
2014-06-30,20.298203925659163,20.657445750407348,20.295999523875647,20.481130599975586,197929200
2014-07-01,20.611160278320312,20.73237714594502,20.525207110901256,20.611160278320312,152892000
2014-07-02,20.688295758703457,20.730169293895838,20.51638777101269,20.60234260559082,113860000
2014-07-03,20.644216792607203,20.738985872296148,20.54063178905585,20.72355842590332,91567200
2014-07-07,20.747803328084643,21.155530168398833,20.738987403571308,21.151123046875,225872000
2014-07-08,21.21723605084058,21.334045768029593,20.69931277169675,21.014474868774414,260888000
2014-07-09,21.034320499793413,21.14671978348483,20.884453106738746,21.023300170898438,145744000
2014-07-10,20.664054596483307,21.058558391315444,20.61115904932886,20.946157455444336,158744000
2014-07-11,21.016689025407498,21.133497115351226,20.906492460333617,20.9858341217041,136072000
2014-07-14,21.126884910643398,21.353889558356265,21.080602556577617,21.256916046142578,171240000
2014-07-15,21.334046429583868,21.345065072438604,20.943949816580115,21.007863998413086,181911600
2014-07-16,21.37152219782894,21.400172699552208,20.880044775492223,20.88886070251465,213585200
2014-07-17,20.943954882925574,20.999053154923786,20.401788088239073,20.51639175415039,229192000
2014-07-18,20.63320580865082,20.880045042571453,20.500968583089143,20.811723709106445,199952000
2014-07-21,20.935141389915465,20.937345791861937,20.65524287549036,20.7037296295166,156316000
2014-07-22,20.86681540804415,20.913097749799803,20.743395830029083,20.87563133239746,220788000
2014-07-23,21.029905326838538,21.57207205124963,20.97480706198214,21.420001983642578,371672000
2014-07-24,21.38694523113448,21.448655026075844,21.25030091271732,21.384740829467773,182916000
2014-07-25,21.345065131833984,21.563253765963736,21.298782796198303,21.525787353515625,173876000
2014-07-28,21.558855038113993,21.871812866515,21.4993496352638,21.823326110839844,221272000
2014-07-29,21.891646405335617,21.91588978016494,21.6536214605382,21.68227195739746,172572000
2014-07-30,21.69549645842239,21.75279745153874,21.52579283640054,21.631582260131836,132040000
2014-07-31,21.41338864299131,21.477301145109113,21.010068974930803,21.0695743560791,227372000
2014-08-01,20.915307328360086,21.29438376205593,20.895471073288718,21.186389923095703,194044000
2014-08-04,21.239281287043898,21.285563631113817,20.974808587616995,21.067373275756836,159832000
